"Id","media"
"1",0.740798290598291
"2",0.740018401937046
"3",0.763478378378378
"4",0.738278632478633
"5",0.794730303030303
"6",0.749357051282051
"7",0.756510714285714
"8",0.743813333333333
"9",0.756667901234568
"10",0.810799412110523
"11",0.761184482758621
"12",0.740905319148936
"13",0.764429310344828
"14",0.768079432624113
"15",0.768897250859107
"16",0.792626943426944
"18",0.771830175438597
"19",0.77976202582728
"20",0.764002127659575
"21",0.808776190476191
"22",0.782730508474576
"23",0.758174074074074
"24",0.760365447154472
"25",0.783309956709957
"26",0.801036231884058
"27",0.808410526315789
"28",0.776377114427861
"29",0.770612735326689
"31",0.780983333333333
"32",0.780074476190476
"33",0.771633695652174
"34",0.764861515151515
"35",0.771952279635258
"36",0.808099053030303
"37",0.787750625300625
"38",0.780506006006006
"39",0.800106626506024
"40",0.772441723901099
"41",0.788312661498708
"42",0.778455011655012
"43",0.779893162393162
"44",0.801590277777778
"45",0.778981143552311
"46",0.784150626566416
"47",0.780277777777778
"48",0.802638888888889
"49",0.786370256410256
"50",0.807082136279926
"51",0.786769082125604
"52",0.777528333333333
"53",0.785251870748299
"54",0.726844444444444
"55",0.801302857142857
"56",0.783591449960599
"57",0.795348774509804
"58",0.802917258883249
"59",0.795408333333333
"60",0.794787896825397
"61",0.796427011494253
"62",0.787866447368421
"63",0.801347040229885
"64",0.776457142857143
"65",0.80006341991342
"66",0.79437554517134
"67",0.773747928994083
"68",0.795893220338983
"69",0.80160655105973
"70",0.826509017713366
"71",0.758111721611722
"72",0.77156091954023
"73",0.781347674418605
"74",0.772917142857143
"75",0.780031347599769
"76",0.785227945007724
"77",0.783641754385965
"78",0.78795347985348
"79",0.782074496644295
"80",0.802800315955766
"81",0.790960816326531
"82",0.804334800838574
"83",0.815837707390649
"84",0.795179761904762
"85",0.810201002506266
"86",0.819308408408408
"87",0.795244245228456
"88",0.793066666666667
"89",0.798341513292434
"90",0.788528213507625
"91",0.796160911270983
"92",0.800934846650525
"93",0.792050787250384
"94",0.781999300699301
"95",0.797080918964077
"96",0.795712287414966
"97",0.799026548177957
"98",0.78886081300813
"99",0.774135527544351
